ORF,Batch,Gene,GO_process,GO_function,GO_component,deletion_phenotype,result_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,significant_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,rank_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,result_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,significant_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,rank_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,result_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,significant_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,rank_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,result_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20,significant_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20,rank_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20
YOR295W,chr15_4,UAF30,transcription from Pol I promoter,RNA polymerase I transcription factor activity*,RNA polymerase I upstream activating factor complex,viable,-0.398374,0,4052,-0.579643,0,4320,0,0,1981,0,0,1981
YDR255C,chr4_6,RMD5,negative regulation of gluconeogenesis,molecular_function unknown,cytosol,viable,-0.39869,0,4053,-0.520297,0,4239,-0.283101,0,3024,-0.165663,0,2543
YDL051W,chr4_1,LHP1,tRNA processing,RNA binding,nucleus*,viable,-0.399096,0,4054,-0.486959,0,4183,-0.278758,0,3003,-0.116629,0,2376
YNL139C,chr14_3,RLR1,mRNA-nucleus export*,nucleic acid binding,THO complex,viable,-0.399106,0,4055,-0.273871,0,3789,0,0,1927,0,0,1927
YFR034C,chr00_2,PHO4,phosphate metabolism*,transcription factor activity,cytoplasm*,viable,-0.400514,0,4056,-0.429084,0,4104,-0.428981,0,3716,-0.409334,0,3485
YOR003W,chr15_1,YSP3,protein catabolism,peptidase activity,cellular_component unknown,viable,-0.401563,0,4057,-0.547461,0,4267,-0.404145,0,3597,-0.689319,0,4505
YPR131C,chr16_5,NAT3,N-terminal peptidyl-methionine acetylation,peptide alpha-N-acetyltransferase activity,cytoplasm,viable,-0.401794,0,4058,-0.06664,0,3047,0,0,2022,0,0,2022
YDR127W,chr4_4,ARO1,aromatic amino acid family biosynthesis,3-dehydroquinate dehydratase activity*,cytoplasm,viable,-0.401804,0,4059,-0.485886,0,4181,0,0,1572,0,0,1572
YLR443W,chr00_4,ECM7,cell wall organization and biogenesis,molecular_function unknown,integral to membrane,viable,-0.4025,0,4060,-0.296231,0,3846,-0.473766,0,3912,-0.506212,0,3887
YKL139W,chr00_14,CTK1,protein amino acid phosphorylation*,protein kinase activity*,nucleus,viable,-0.402782,0,4061,-0.718949,0,4451,0,0,1795,0,0,1795
YNR012W,chr14_4,URK1,pyrimidine salvage,uridine kinase activity,cytoplasm*,viable,-0.404182,0,4062,-0.403782,0,4067,-0.160048,0,2519,0.844937,0,385
YKR040C,chr00_14,YKR040C,NA,NA,NA,viable,-0.404275,0,4063,-0.609572,0,4346,-0.124676,0,2396,-0.148554,0,2481
YBR292C,chr00_1,YBR292C,NA,NA,NA,viable,-0.405039,0,4064,-0.40372,0,4066,-0.574385,0,4327,-0.694986,0,4521
YKL007W,chr11_1,CAP1,cell wall organization and biogenesis*,protein binding,actin cortical patch (sensu Fungi)*,viable,-0.405088,0,4065,-0.360381,0,3973,-0.263097,0,2950,-0.78747,0,4633
YKL116C,chr11_2,PRR1,MAPKKK cascade,receptor signaling protein serine/threonine kinase activity,cytoplasm,viable,-0.405187,0,4066,-0.074292,0,3097,-0.015915,0,2071,-0.5116,0,3907
YKL140W,chr11_2,TGL1,lipid metabolism,lipase activity,lipid particle,viable,-0.405558,0,4067,-0.447272,0,4130,-0.545787,0,4230,-0.47783,0,3766
YMR307W,chr13_5,GAS1,cell wall organization and biogenesis,"1,3-beta-glucanosyltransferase activity",plasma membrane,viable,-0.40567,0,4068,0.078611,0,2152,0,0,1911,0,0,1911
YNL069C,chr00_18,RPL16B,protein biosynthesis,structural constituent of ribosome*,cytosolic large ribosomal subunit (sensu Eukarya),viable,-0.406263,0,4069,-0.696205,0,4435,0,0,1920,0,0,1920
YER154W,chr00_5,OXA1,mitochondrial inner membrane protein import,protein transporter activity,mitochondrial inner membrane,viable,-0.406778,0,4070,-0.550367,0,4276,0,0,1643,0,0,1643
YNL119W,chr00_16b,NCS2,pseudohyphal growth*,molecular_function unknown,cytoplasm,viable,-0.407101,0,4071,-0.680406,0,4422,-0.526629,0,4152,-1.62529,0,4757
YGR122W,chr7_4,YGR122W,biological_process unknown,molecular_function unknown,cytoplasm,viable,-0.407618,0,4072,-0.425951,0,4102,0.164749,0,1101,1.02485,0,287
YBR039W,chr2_2,ATP3,ATP synthesis coupled proton transport,"hydrogen-transporting ATP synthase activity, rotational mechanism","proton-transporting ATP synthase, central stalk (sensu Eukarya)",viable,-0.408184,0,4073,-0.423347,0,4098,0,0,1488,0,0,1488
YDR114C,chr4_4,YDR114C,NA,NA,NA,viable,-0.408623,0,4074,-0.48454,0,4177,0,0,1569,0,0,1569
YBR283C,chr00_1,SSH1,cotranslational membrane targeting,protein transporter activity,endoplasmic reticulum membrane*,viable,-0.409034,0,4075,-1.06558,0,4654,0,0,1519,0,0,1519
YBR006W,chr2_2,UGA2,response to oxidative stress*,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,cytoplasm,NA,-0.409112,0,4076,0.125567,0,1884,0.110302,0,1207,0.842732,0,388
YPR018W,chr16_4,RLF2,nucleosome assembly,molecular_function unknown,nucleus*,viable,-0.409835,0,4077,-0.063483,0,3031,1.81545,0,92,1.20492,0,205
YDR309C,chr4_6,GIC2,establishment of cell polarity (sensu Fungi)*,small GTPase regulatory/interacting protein activity,bud tip*,viable,-0.410014,0,4078,-0.144681,0,3404,0.494965,0,610,-0.05303,0,2179
YGL199C,chr7_3/chr00_12,YGL199C,NA,NA,NA,viable,-0.410089,0,4079,-0.392824,0,4045,-0.360136,0,3395,-0.463171,0,3714
YOL061W,chr15_5,PRS5,histidine biosynthesis*,ribose-phosphate diphosphokinase activity,cytoplasm,viable,-0.410481,0,4080,0.031724,0,2463,0.117188,0,1196,-0.098935,0,2311
YLR119W,chr12_2,SRN2,protein-vacuolar targeting*,molecular_function unknown,endosome*,viable,-0.41069,0,4081,-0.237356,0,3692,-0.483555,0,3964,-0.125908,0,2402
YNL204C,chr14_2,SPS18,sporulation,molecular_function unknown,cellular_component unknown,viable,-0.411207,0,4082,-0.183502,0,3523,-0.436978,0,3743,-0.078408,0,2248
YDR283C,chr4_6,GCN2,protein amino acid phosphorylation*,protein kinase activity,cytosolic ribosome (sensu Eukarya),viable,-0.414872,0,4083,0.015904,0,2531,-0.220564,0,2770,-0.136799,0,2440
YPL182C,chr16_2,YPL182C,NA,NA,NA,viable,-0.415545,0,4084,-0.547579,0,4268,-0.713604,0,4579,-0.668052,0,4464
YHL002W,chr00_10,HSE1,protein-vacuolar targeting,protein binding,endosome,viable,-0.416156,0,4085,-0.081952,0,3138,-0.757186,0,4614,-0.478413,0,3768
YJR047C,chr00_13,ANB1,translational initiation,translation initiation factor activity,ribosome,viable,-0.417772,0,4086,-0.284443,0,3817,-0.377846,0,3482,0.072299,0,1305
YNL323W,chr14_1,LEM3,cell surface receptor linked signal transduction,transcription regulator activity,cytoplasm*,NA,-0.418318,0,4087,-0.156617,0,3441,-1.06331,0,4726,-0.930694,0,4708
YOR045W,chr15_1,TOM6,mitochondrial matrix protein import,protein transporter activity,mitochondrial outer membrane translocase complex,viable,-0.418773,0,4088,-0.317879,0,3886,-0.710776,0,4578,-0.202857,0,2663
YDR184C,chr4_5,ATC1,response to stress*,molecular_function unknown,nucleus,viable,-0.41902,0,4089,-0.470208,0,4159,-0.207742,0,2703,-0.009823,0,2066
YGL236C,chr7_3,MTO1,protein biosynthesis,molecular_function unknown,mitochondrion,viable,-0.419453,0,4090,-1.13015,0,4674,0.61042,0,512,0.113076,0,1216
YIL060W,chr9_1,YIL060W,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.420171,0,4091,-0.352528,0,3957,-0.214814,0,2738,-0.401289,0,3456
YJL135W,chr10_1,YJL135W,NA,NA,NA,viable,-0.420336,0,4092,0.082748,0,2122,-0.455533,0,3822,-0.551445,0,4076
YPR002W,chr16_3,PDH1,propionate metabolism,molecular_function unknown,cytoplasm*,viable,-0.421086,0,4093,-0.397247,0,4050,-0.045883,0,2153,0.300218,0,887
YNL067W,chr00_16b,RPL9B,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),viable,-0.421532,0,4094,-0.49707,0,4196,-0.376181,0,3467,-0.223168,0,2733
YHR100C,chr8_2,YHR100C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.42182,0,4095,-0.554718,0,4281,0,0,1731,0,0,1731
YDR163W,chr4_5,CWC15,"nuclear mRNA splicing, via spliceosome",molecular_function unknown,spliceosome complex,viable,-0.422466,0,4096,-0.499918,0,4200,-0.07832,0,2250,-0.118644,0,2385
YGL167C,chr7_2,PMR1,secretory pathway*,calcium-transporting ATPase activity*,Golgi apparatus,viable,-0.423266,0,4097,-0.349026,0,3950,0,0,1667,0,0,1667
YPL254W,chr16_1,HFI1,transcription from Pol II promoter*,transcription cofactor activity,SAGA complex,viable,-0.423287,0,4098,-0.350606,0,3953,0,0,2009,0,0,2009
YGR081C,chr7_4,SLX9,DNA metabolism,molecular_function unknown,nucleus*,viable,-0.423503,0,4099,-0.76426,0,4472,0,0,1684,0,0,1684
YOL079W,chr15_5,YOL079W,NA,NA,NA,viable,-0.423914,0,4100,-0.182404,0,3517,-0.572759,0,4320,-0.577363,0,4171
YLR303W,chr12_4,MET17,methionine metabolism*,O-acetylhomoserine aminocarboxypropyltransferase activity*,cytoplasm,viable,-0.42416,0,4101,-0.716548,0,4449,0.582641,0,540,0.235925,0,1003
YOR376W,chr15_4,YOR376W,NA,NA,NA,viable,-0.424353,0,4102,-0.100654,0,3228,-0.024586,0,2096,-0.176736,0,2575
YPL089C,chr16_3,RLM1,cell wall organization and biogenesis*,DNA binding*,nucleus,viable,-0.424499,0,4103,-0.239897,0,3696,0.448314,0,670,-0.49109,0,3824
YNL175C,chr14_2,NOP13,biological_process unknown,RNA binding,nucleolus*,viable,-0.425608,0,4104,-0.220584,0,3642,-0.5057,0,4073,-0.529086,0,3987
YER103W,chr00_5,SSA4,response to stress*,unfolded protein binding,cytoplasm*,viable,-0.425797,0,4105,-0.139346,0,3383,-0.023402,0,2092,-0.397527,0,3438
YNR027W,chr14_4,BUD17,bud site selection,molecular_function unknown,cytoplasm*,viable,-0.426993,0,4106,-0.6508,0,4397,0.406253,0,723,0.376781,0,789
YIL043C,chr9_1,CBR1,electron transport,cytochrome-b5 reductase activity,microsome,viable,-0.427821,0,4107,-0.246203,0,3712,0.51473,0,590,1.05719,0,271
YJL056C,chr10_2,ZAP1,regulation of transcription from Pol II promoter*,DNA binding*,nucleus,viable,-0.427827,0,4108,-0.443975,0,4128,0,0,1749,0,0,1749
YHR059W,chr00_10,FYV4,biological_process unknown,molecular_function unknown,mitochondrion,viable,-0.428777,0,4109,-0.637249,0,4382,0,0,1719,0,0,1719
YDL035C,chr4_1,GPR1,pseudohyphal growth*,G-protein coupled receptor activity,plasma membrane,viable,-0.429234,0,4110,-0.130929,0,3358,-0.831148,0,4670,-0.683499,0,4492
YKL138C,chr11_2,MRPL31,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit,viable,-0.429674,0,4111,-0.460617,0,4146,0,0,1794,0,0,1794
YLR283W,chr12_4,YLR283W,biological_process unknown,molecular_function unknown,mitochondrion,viable,-0.429817,0,4112,-0.266376,0,3773,-0.280931,0,3011,0.37557,0,792
YDR165W,chr4_5,TRM82,tRNA methylation,protein binding*,nucleus,viable,-0.429851,0,4113,-0.253448,0,3734,-0.004108,0,2045,-0.361116,0,3292
YGR210C,chr00_8,YGR210C,biological_process unknown,molecular_function unknown,cytoplasm,viable,-0.432527,0,4114,-0.404929,0,4071,-0.380367,0,3495,-0.455628,0,3680
YPL241C,chr16_1,CIN2,microtubule-based process,molecular_function unknown,cellular_component unknown,viable,-0.436768,0,4115,-0.212394,0,3627,-0.214348,0,2733,-0.245734,0,2830
YDR402C,chr4_7,DIT2,spore wall assembly (sensu Fungi),catalytic activity,cellular_component unknown,viable,-0.436813,0,4116,-0.220939,0,3643,-0.009078,0,2056,-0.086323,0,2272
YER123W,chr00_5,YCK3,protein amino acid phosphorylation,casein kinase I activity,nucleus*,viable,-0.437008,0,4117,-0.684133,0,4428,-0.683769,0,4550,-0.077459,0,2242
YOL058W,chr15_5,ARG1,arginine biosynthesis*,argininosuccinate synthase activity,cytosol,viable,-0.43799,0,4118,0.093676,0,2062,-0.540772,0,4204,-0.649008,0,4402
YPL158C,chr00_18,YPL158C,biological_process unknown,molecular_function unknown,bud neck,NA,-0.438865,0,4119,-0.439532,0,4122,-0.451772,0,3799,-0.217976,0,2714
YDR220C,chr4_5,YDR220C,NA,NA,NA,viable,-0.439215,0,4120,-0.104874,0,3241,-0.282004,0,3014,-0.641326,0,4382
YOR147W,chr15_2,MDM32,mitochondrion organization and biogenesis,molecular_function unknown,mitochondrion,viable,-0.439786,0,4121,-0.180652,0,3509,-0.645459,0,4498,-0.661682,0,4447
YAL013W,chr1_1,DEP1,regulation of transcription from Pol II promoter*,molecular_function unknown,cellular_component unknown,viable,-0.439909,0,4122,-0.14455,0,3403,0.429092,0,702,0.09564,0,1253
YJR124C,chr00_12,YJR124C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.440155,0,4123,-0.728405,0,4458,0.428686,0,703,-0.052611,0,2178
YBR201W,chr2_4,DER1,ER-associated protein catabolism,molecular_function unknown,endoplasmic reticulum membrane,viable,-0.440903,0,4124,0.260404,0,1163,0.386486,0,740,-0.315854,0,3103
YGL006W,chr7_1,PMC1,calcium ion transport*,calcium-transporting ATPase activity,vacuolar membrane (sensu Fungi),viable,-0.441145,0,4125,-0.647507,0,4394,-0.142455,0,2454,-0.433922,0,3578
YKL174C,chr11_2,YKL174C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.442566,0,4126,-0.430546,0,4107,0.229578,0,978,-0.265904,0,2901
YPL145C,chr16_2,KES1,vesicle-mediated transport*,oxysterol binding,cytoplasm*,viable,-0.44303,0,4127,-0.544836,0,4264,-0.840734,0,4676,-0.879953,0,4694
YGR183C,chr7_5,QCR9,aerobic respiration*,ubiquinol-cytochrome-c reductase activity,respiratory chain complex III (sensu Eukarya),viable,-0.444277,0,4128,-0.768514,0,4476,-0.116825,0,2366,-0.166191,0,2547
YMR243C,chr13_5,ZRC1,zinc ion homeostasis*,"di-, tri-valent inorganic cation transporter activity*",vacuole (sensu Fungi),viable,-0.445635,0,4129,0.013871,0,2542,-0.94094,0,4708,-0.539837,0,4033
YDR226W,chr4_5,ADK1,cell proliferation,adenylate kinase activity,cytoplasm*,viable,-0.447754,0,4130,-0.485527,0,4180,0,0,1584,0,0,1584
YJL043W,chr10_2,YJL043W,biological_process unknown,molecular_function unknown,cytoplasm*,viable,-0.448147,0,4131,0.109245,0,1978,-0.323233,0,3214,-0.612546,0,4302
YKL032C,chr11_1,IXR1,DNA repair,DNA binding,nuclear chromosome,viable,-0.448293,0,4132,-0.406042,0,4075,-0.20319,0,2686,0.445499,0,709
YGR282C,chr00_3,BGL2,cell wall organization and biogenesis,"glucan 1,3-beta-glucosidase activity",cell wall (sensu Fungi),viable,-0.448654,0,4133,-0.50421,0,4203,-0.030173,0,2110,0.804332,0,407
YOL070C,chr15_5,YOL070C,biological_process unknown,molecular_function unknown,cytoplasm*,viable,-0.44897,0,4134,-0.675592,0,4419,-0.479555,0,3945,-0.446346,0,3636
YLR439W,chr00_15,MRPL4,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit,viable,-0.449481,0,4135,-0.591283,0,4332,0,0,1867,0,0,1867
YMR295C,chr13_5,YMR295C,biological_process unknown,molecular_function unknown,bud,viable,-0.450935,0,4136,-0.296406,0,3847,0.60353,0,518,0.019909,0,1429
YDR231C,chr4_5,COX20,aerobic respiration*,unfolded protein binding,mitochondrial inner membrane,viable,-0.451367,0,4137,-0.805035,0,4506,0.736349,0,424,0.993982,0,303
YOL103W,chr00_6,ITR2,myo-inositol transport,myo-inositol transporter activity,membrane,viable,-0.451392,0,4138,-0.319293,0,3889,-0.296114,0,3078,-0.350257,0,3242
YDR432W,chr4_7,NPL3,mRNA-nucleus export,mRNA binding*,cytoplasm*,viable,-0.45159,0,4139,-0.570827,0,4307,0,0,1605,0,0,1605
YCR071C,chr00_1,IMG2,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit,viable,-0.452074,0,4140,-0.629791,0,4371,0.371304,0,761,0.049824,0,1366
YHR004C,chr00_10,NEM1,sporulation (sensu Fungi)*,molecular_function unknown,integral to membrane*,viable,-0.45524,0,4141,-0.530553,0,4248,1.38232,0,168,0.308461,0,879
YLR382C,chr00_11,NAM2,Group I intron splicing*,mRNA binding*,mitochondrion,viable,-0.457041,0,4142,-0.396562,0,4048,0.544725,0,569,0.479487,0,676
YOR316C,chr15_4,COT1,zinc ion homeostasis*,"di-, tri-valent inorganic cation transporter activity*",vacuole (sensu Fungi),viable,-0.457042,0,4143,-0.4717,0,4160,-0.07899,0,2254,-0.244751,0,2823
YJL105W,chr00_15,SET4,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.459121,0,4144,0.093604,0,2063,0.243747,0,947,0.572662,0,590
YMR175W,chr13_4,SIP18_1,response to osmotic stress*,phospholipid binding,soluble fraction,viable,-0.459456,0,4145,-0.590497,0,4330,-0.574813,0,4329,-0.569683,0,4141
YLL033W,chr12_1,YLL033W,sporulation (sensu Fungi),molecular_function unknown,cellular_component unknown,viable,-0.459585,0,4146,-0.392012,0,4042,0.304236,0,861,0.286491,0,910
YOR211C,chr15_3,MGM1,mitochondrion organization and biogenesis*,GTPase activity,mitochondrial intermembrane space,viable,-0.460203,0,4147,-0.404985,0,4072,0,0,1978,0,0,1978
YPL208W,chr16_1,YPL208W,biological_process unknown,molecular_function unknown,cytoplasm*,viable,-0.460433,0,4148,-0.658215,0,4403,0.562731,0,556,0.430252,0,728
YKR034W,chr00_14,DAL80,transcription*,transcription factor activity,nucleus,viable,-0.460788,0,4149,-0.435344,0,4110,-0.515422,0,4109,-0.173181,0,2568
YGR171C,chr7_5,MSM1,methionyl-tRNA aminoacylation,methionine-tRNA ligase activity,mitochondrion,viable,-0.460935,0,4150,-0.659449,0,4404,0.958645,0,309,0.755228,0,440
YHL047C,chr8_1,ARN2,iron ion homeostasis*,siderochrome-iron transporter activity,plasma membrane*,viable,-0.461066,0,4151,-0.237217,0,3690,-0.494047,0,4024,-0.820259,0,4658
YBR203W,chr2_4,COS111,signal transduction,molecular_function unknown,cellular_component unknown,viable,-0.461215,0,4152,-0.128773,0,3349,0.066892,0,1298,0.74982,0,443
YER039C,chr5_3,HVG1,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.461413,0,4153,0.027385,0,2472,-0.282582,0,3018,0.153187,0,1139
YOL041C,chr15_5,NOP12,rRNA metabolism,RNA binding,nucleolus,viable,-0.461768,0,4154,-0.632214,0,4373,0.077856,0,1274,-0.161881,0,2527
YGL219C,chr00_14,MDM34,mitochondrion organization and biogenesis,molecular_function unknown,cytoplasm,viable,-0.462265,0,4155,-0.544626,0,4263,0,0,1672,0,0,1672
YIL057C,chr9_1,YIL057C,biological_process unknown,molecular_function unknown,cytoplasm,viable,-0.463056,0,4156,0.451772,0,564,0.279393,0,895,-0.038291,0,2133
YJR069C,chr00_12,HAM1,DNA repair,molecular_function unknown,cytoplasm*,viable,-0.466708,0,4157,-0.464667,0,4153,-0.385613,0,3519,-0.128285,0,2418
YMR089C,chr00_6,YTA12,protein complex assembly*,ATPase activity*,cytoplasm*,viable,-0.466926,0,4158,-0.671629,0,4417,0,0,1888,0,0,1888
YGR262C,chr00_3,BUD32,protein amino acid phosphorylation*,protein serine/threonine kinase activity,cytoplasm*,viable,-0.46721,0,4159,-0.548817,0,4271,0,0,1702,0,0,1702
YAR015W,chr1_1,ADE1,purine nucleotide biosynthesis*,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,cytoplasm*,viable,-0.467925,0,4160,-0.488274,0,4185,0.305913,0,858,0.520777,0,639
YHL030W,chr8_1,ECM29,protein catabolism,protein binding,cytoplasm*,viable,-0.468109,0,4161,-0.127974,0,3346,-0.269937,0,2976,-0.144089,0,2462
YNR049C,chr14_4,MSO1,sporulation (sensu Fungi)*,molecular_function unknown,microsome,viable,-0.468386,0,4162,0.527603,0,434,-0.138213,0,2443,-0.022211,0,2097
YPL018W,chr16_3,CTF19,chromosome segregation*,protein binding,nucleus*,viable,-0.470296,0,4163,-0.706948,0,4440,0.814791,0,375,-0.206468,0,2676
YHR132C,chr8_2,ECM14,cell wall organization and biogenesis,molecular_function unknown,vacuole (sensu Fungi),viable,-0.470381,0,4164,0.255532,0,1183,-0.537573,0,4192,-0.638887,0,4373
YKL098W,chr11_2,YKL098W,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,-0.470483,0,4165,-0.636003,0,4378,-0.243342,0,2857,-0.349121,0,3239
YHR105W,chr8_2,YPT35,biological_process unknown,molecular_function unknown,endosome,viable,-0.471789,0,4166,0.392538,0,705,-0.156603,0,2500,-0.272886,0,2936
YNL053W,chr00_18,MSG5,protein amino acid dephosphorylation*,prenylated protein tyrosine phosphatase activity,cytoplasm,NA,-0.472112,0,4167,-0.282003,0,3810,-0.420552,0,3669,-0.400989,0,3453
YPL265W,chr16_1,DIP5,amino acid transport,amino acid transporter activity*,plasma membrane,viable,-0.47221,0,4168,-0.20772,0,3611,0.475059,0,639,0.472209,0,684
YIL052C,chr9_1,RPL34B,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),viable,-0.472904,0,4169,-0.364543,0,3981,-0.356305,0,3372,-0.173403,0,2569
YGL226W,chr7_3,YGL226W,biological_process unknown,molecular_function unknown,mitochondrion,viable,-0.473248,0,4170,-0.543175,0,4261,0.045965,0,1349,0.273546,0,928
YBR206W,chr2_4,YBR206W,NA,NA,NA,viable,-0.475618,0,4171,0.392629,0,704,-0.077736,0,2249,-0.281471,0,2973
YOR026W,chr15_1,BUB3,mitotic spindle checkpoint,molecular_function unknown,condensed nuclear chromosome kinetochore,viable,-0.475724,0,4172,-0.631981,0,4372,0,0,1965,0,0,1965
YML100W-A,chr00_9,YML100W-A,biological_process unknown,molecular_function unknown,cellular_component unknown,NA,-0.47587,0,4173,-0.189087,0,3543,-0.581246,0,4349,-0.65344,0,4425
YOL004W,chr15_5,SIN3,regulation of transcription from Pol II promoter*,histone deacetylase activity,histone deacetylase complex*,viable,-0.477156,0,4174,-0.242082,0,3705,-0.043998,0,2146,-0.38877,0,3405
YDR333C,chr4_6,YDR333C,biological_process unknown,molecular_function unknown,cytoplasm,viable,-0.477244,0,4175,-0.311047,0,3874,0.108784,0,1212,0.241831,0,990
YOR016C,chr15_1,ERP4,secretory pathway,molecular_function unknown,integral to membrane,viable,-0.478169,0,4176,-0.19153,0,3554,-0.637548,0,4481,0.112228,0,1218
YIL054W,chr9_1,YIL054W,NA,NA,NA,viable,-0.478255,0,4177,-0.715691,0,4446,-0.05285,0,2176,-0.408588,0,3480
YDR216W,chr4_5,ADR1,transcription*,transcription factor activity,nucleus,viable,-0.481659,0,4178,-0.495142,0,4191,0.055327,0,1328,-0.130936,0,2424
YEL015W,chr5_2,EDC3,deadenylylation-dependent decapping,molecular_function unknown,cytoplasmic mRNA processing body,viable,-0.481958,0,4179,-0.504506,0,4205,0.905247,0,331,0.869017,0,367
